,title,author,publication,date,duration,claps,tags_cleaned
1346,The Books That Saved My Life in Prison,chris wilson,No Publication,5-Nov-18,5,15700,"prison,reading,culture,education"
1347,Amazon's Smart Doorbell Is Creepy as Hell,bea bischoff,onezero,8-Nov-18,9,2100,"tech,amazon,surveillance,consumer-tech,the-new-new"
1348,My Wife Was Murdered By an Undocumented Immigrant,andy ostroy,No Publication,1-Nov-18,4,10200,"politics,immigration,equality,justice,donald-trump"
1349,The Acosta Video Debate Is the Future of Fake News,colin horgan,No Publication,8-Nov-18,5,3900,"politics,technology,media,donald-trump"
1350,Introducing npx: an npm package runner,kat marchán,No Publication,11-Jul-17,7,18600,"v5.2.0,v5.2.0,javascript,npm,npm-scripts,npx,create-react-app"
1351,Instagram Can't Hide Behind Facebook Anymore,scott greer,No Publication,2-Nov-18,5,9800,"instagram,facebook,social-media,marketing,business"
1352,The Power in Giving Up,devon price,No Publication,1-Nov-18,7,7900,"love,family,relationships,moms,conflict"
1353,The 7 Craziest Ways CRISPR Is Being Used Right Now,emily mullin,onezero,1-Nov-18,8,6300,"science,crispr,gene-editing,technology,the-new-new"
1354,Why React's new Hooks API is a game changer,rudi yardley,itnext,28-Oct-18,6,2100,"javascript,react"
1355,Why I wrote 33 VSCode extensions and how I manage them,fabio spampinato,itnext,6-Nov-18,9,4000,"vscode,extension,git,javascript,typescript"
1356,A Netflix Web Performance Case Study,addy osmani,dev channel,5-Nov-18,7,18100,"javascript,web-performance,react,performance,web"
1357,Two Things You Should Focus On Instead of Social Media,john p. weiss,personal growth,2-Nov-18,7,39000,"life,life-lessons,art,self-improvement,personal-development"
1358,The Dumbest Idea I've Heard in My Adult Lifetime,umair haque,eudaimonia and co,31-Oct-18,11,7400,"education,news,life,politics,culture"
1359,Apple's 'Recycled' Macs Aren't What They Seem,casey williams,onezero,1-Nov-18,5,5000,"environment,apple,technology,sustainability,future"
1360,The End Is Near for Mobile Apps,lance ng,No Publication,31-Oct-18,6,27000,"mobile-app-development,mobile-apps,mobile-application,technology,technology-trends"
1361,Why Do All Websites Look the Same?,boris müller,modus,15-Sep-18,8,41000,"design,typography,visual-design,programming,ux"
1362,5 Things to Do When You Have Too Many Ideas and Never Finish Anything.,mayo oshin,mission.org,17-Oct-18,5,29000,"productivity,self-improvement,life-lessons,psychology,entrepreneurship"
1363,The Future of Infidelity Is Female,alyssa giacobbe,gen,1-Nov-18,8,5500,None
1364,Meet the Serial-Killer Whisperer,cody delistraty,gen,1-Nov-18,21,9000,"true-crime,serial-killers,psychology,data,the-new-new"
1365,"React hooks: not magic, just arrays",rudi yardley,No Publication,1-Nov-18,5,8900,"react,javascript,reactjs"
1366,This Simple Yet Powerful Weekly Planning Routine Puts You in Control,rafael sarandeses,better humans,1-Nov-18,11,9200,"productivity,habits,leadership,life-lessons,self-improvement"
1367,A Software Engineering survival guide,valeri alexiev,freecodecamp.org,30-Oct-18,11,14900,"programming,software-development,computer-science,technology,careers"
1368,Confessions of a U.S. Postal Worker: “We deliver Amazon packages until we drop dead.”,brendan o'connor,gen,31-Oct-18,11,8700,"amazon,workers,equality,power,power-trip"
1369,The Three-Week Rule of Breakups,esther wilding,No Publication,17-Oct-18,6,14100,"love,relationships,breakups,life-lessons,relationships-love-dating"
1370,Meet the Existentialist Bodybuilder,michael a. brodeur,gen,24-Oct-18,8,5400,"fitness,health,weightlifting,gym,power-trip"
1371,How Stoicism Can Make You Mentally Tough,zat rana,personal growth,31-Oct-18,6,17800,"philosophy,self-improvement,life,life-lessons,psychology"
1372,The Forgotten History of OOP,eric elliott,javascript scene,1-Nov-18,13,9000,"programming,oop,technology,javascript,functional-programming"
1373,Composing Software: An Introduction,eric elliott,javascript scene,18-May-17,11,19500,"javascript,functional-programming,oop,technology,composing-software"
1374,"Hey, can you 'do the UX' for us?",fabricio teixeira,ux collective,19-Oct-17,4,34000,"ux,humor,design,user-experience,ux-design"
1375,Apple's Aim to Please Event,m.g. siegler,500ish,31-Oct-18,8,952,"apple,tech,ipad-pro,macbook-air,ipad"
1376,The Midterm Stakes: A Brief Primer,jeff wise,gen,26-Oct-18,6,1400,"elections,voting,midterms,power-trip"
1377,The Complete JavaScript Handbook,flavio copes,freecodecamp.org,30-Oct-18,91,36000,"javascript,programming,web-development,tech,learning"
1378,Making Sense of React Hooks,dan abramov,No Publication,30-Oct-18,11,36000,react
1379,America's Collapsing Into Fascism Because Americans Still Don't Understand Fascism,umair haque,eudaimonia and co,28-Oct-18,11,11400,"politics,news,life,leadership,culture"
1380,Top 12 Things That Destroy Developer Productivity,john lafleur,hackernoon.com,15-Oct-18,8,41000,"productivity,developers,software-development,programming,productivity,tech,developer-productivity"
1381,3 JavaScript Performance Mistakes You Should Stop Doing,yotam kadishay,hackernoon.com,25-Oct-18,4,13300,"javascript,performance,coding,programming,arrays"
1382,#MeToo Will Not Survive Unless We Recognize Toxic Femininity,meghan daum,gen,26-Oct-18,7,37000,"feminism,toxic,metoo,women,movement"
1383,"10 Data Structure, Algorithms, and Programming Courses to Crack Any Coding Interview",javinpaul,hackernoon.com,25-Oct-18,10,10800,"interview,java,programming,software-development,coding"
1384,Confessions of a Flawed Designer,pablo stanley,the design team,24-Oct-18,2,28000,"productivity,design,user-experience,ux,depression"
1385,How the Chile Pepper Took Over the World,matt gross,airbnb magazine,23-Oct-18,33,1200,"food,travel,traveling,tips,deep-dive"
1386,The Bottom Line on Dietary Supplements,julissa treviño,elemental,22-Oct-18,6,1200,"health,supplements,dietary-supplement,vitamin,fda"
1387,Arthur Schopenhauer: The Two Things That Stop Us From Being Happy,zat rana,personal growth,24-Oct-18,6,15300,"philosophy,self-improvement,life,life-lessons,psychology"
1388,These tools will help you write clean code,adeel imran,freecodecamp.org,24-Oct-18,13,9400,"javascript,react,tech,programming,productivity"
1389,The Upside of Vulnerability,elitsa dermendzhiyska,No Publication,14-Oct-18,14,7800,"mental-health,health,culture,science,life"
1390,Why the NSA Called Me After Midnight and Requested My Source Code,peter avritch,data driven investor,24-Oct-18,7,70000,"security,encryption,human-interest,business,cybersecurity"
1391,How to Achieve Your Most Important Career Goals in a Fraction of the Usual Time,rafael sarandeses,better humans,23-Oct-18,17,7200,"productivity,life-lessons,self-improvement,business,careers"
1392,I Know the Salaries of Thousands of Tech Employees,jackie luo,onezero,23-Oct-18,7,37000,"power,jobs,tech,power-trip,industry"
1393,What Is A Quantum Computer?,yk sugi,better programming,23-Oct-18,8,10200,"quantum-computing,programming,computer-science,python,future"
1394,A storm is brewing over the largest Bitcoin exchange,hasu,the startup,22-Oct-18,13,6600,"bitcoin,cryptocurrency,finance,technology,crime"
1395,The 5 Basic Statistics Concepts Data Scientists Need to Know,george seif,towards data science,22-Oct-18,9,17100,"data-science,machine-learning,artificial-intelligence,technology,towards-data-science"
1396,Why Do Some Men Hurt Women? Because They Like To.,jessica valenti,gen,19-Oct-18,3,11500,"women,harassment,psychology,jessica-valenti,power"
1397,Conditional JavaScript for Experts,glad chinda,hackernoon.com,18-Oct-18,7,7100,"programming,javascript,programming,javascript,coding,web-development,javascript-for-experts"
1398,No More Struggle Porn”,nat eliason,No Publication,18-Oct-18,5,53000,"entrepreneurship,creativity,gary-vaynerchuk,startup,hustle"
1399,There Is Literally No Excuse to Keep Using Facebook,nithin coca,onezero,6-Sep-18,9,10300,"facebook,social-media,cybersecurity,media,digital-life"
1400,The Two Types of Knowledge (or How to Be Smart),zat rana,personal growth,20-Oct-18,6,13600,"science,philosophy,life,life-lessons,self-improvement"
1401,Why Bitcoin and Crypto Have No Future,think outside the blox,No Publication,19-Oct-18,5,27000,"bitcoin,cryptocurrency,blockchain,finance,investing"
1402,How to write a killer Software Engineering résumé,terrence kuo,freecodecamp.org,16-Oct-18,17,18800,"resume,software-engineering,technology,jobs,interview"
1403,How I hacked hundreds of companies through their helpdesk,inti de ceukelaire,intigriti,10-Sep-17,10,32000,"security,tech,startup,technology,programming"
1404,I'm an Amazon Employee. My Company Shouldn't Sell Facial Recognition Tech to Police.,an amazon employee,No Publication,16-Oct-18,4,14300,"privacy,amazon,police,facial-recognition,technology"
1405,The Morality Trap: The Problem With Having a Strong Identity,zat rana,personal growth,17-Oct-18,6,12900,"culture,self-improvement,life,life-lessons,philosophy"
1406,"Europe Just Screwed over Android (And You, Too)",owen williams,No Publication,17-Oct-18,6,6800,"android,european-union,technology,google,business"
1407,Understanding Design Patterns in JavaScript,sukhjinder arora,bits and pieces,16-Oct-18,10,15100,"javascript,software-development,programming,web-development,coding"
1408,Why America Didn't See Fascism Coming,umair haque,eudaimonia and co,16-Oct-18,12,6200,"politics,news,life,leadership,culture"
1409,Understanding Currying in JavaScript,chidume nnamdi 🔥💻🎵🎮,bits and pieces,15-Oct-18,10,9100,"javascript,web-development,nodejs,front-end-development,programming"
1410,Sprezzatura: The Art Of Making Difficult Things Look Simple,louis chew,personal growth,13-Oct-18,4,17500,"life-lessons,psychology,self-improvement,culture,creativity"
1411,Why I Froze and Smiled During My Sexual Assault,jenny lee corvo,human parts,29-Sep-18,11,16900,"sexual-assault,women,equality,neuroscience,psychology"
1412,How I've Attracted The First 500 Paid Users For My SaaS That Costs $5/mo,takuya matsuyama,dev as life,15-Oct-18,8,13100,"side-hustle,side-project,productivity,solopreneur,inkdrop"
1413,The Most In-Demand Skills for Data Scientists,jeff hale,towards data science,12-Oct-18,9,11500,"data-science,machine-learning,data-visualization,artificial-intelligence,statistics"
1414,"A Star Is Born, But Only With a Man's Help",lindsey romain,No Publication,8-Oct-18,6,8700,"film,women,addiction,relationships,men"
1415,Why You Are Not Who You Say You Are,zat rana,personal growth,13-Oct-18,7,13200,"self-improvement,life,life-lessons,psychology,philosophy"
1416,The success of Go heralds that of Rust,george hosu,No Publication,13-Oct-18,7,4700,"programming,rust,go,programming-languages,developer"
1417,This Is The Real Reason We Haven't Directly Detected Dark Matter,ethan siegel,starts with a bang!,12-Oct-18,8,3200,"science,dark-matter,physics,experiment,detection"
1418,"To Understand Facebook, Study Capgras Syndrome",nautilus,No Publication,10-Oct-18,14,16000,"neuroscience,mental-health,social-media,psychology,science"
1419,Why open office design makes you less productive,aytekin tank,the startup,12-Oct-18,5,22000,"startup,entrepreneurship,self-improvement,psychology,creativity"
1420,How To Make A Relationship Last,kris gage,No Publication,12-Oct-18,11,65000,"relationships,love,life,marriage,self-improvement"
1421,Universal Basic Income Is Silicon Valley's Latest Scam,douglas rushkoff,No Publication,10-Oct-18,8,19100,"universal-basic-income,basic-income,silicon-valley,power,economy"
1422,SOLID Principles every Developer Should Know,chidume nnamdi 🔥💻🎵🎮,bits and pieces,9-Oct-18,11,30000,"software-development,javascript,nodejs,programming,web-development"
1423,Why Do All My Friends Want to Kill Themselves?,michael r. mcbride,human parts,1-Oct-18,6,41000,"mental-health,internet-culture,technology,suicide,mind"
1424,How listening to our 4.1 million users inspired a new product idea,aytekin tank,the startup,8-Oct-18,7,9700,"life,productivity,inspiration,writing,culture"
1425,The Complete DevOps RoadMap,javinpaul,hackernoon.com,8-Oct-18,10,20000,"devops,programming,software-development,web-development,technology"
1426,Marcus Aurelius: How To Live Without Fear,harry j. stead,personal growth,6-Oct-18,7,29000,"philosophy,psychology,life,life-lessons,stoicism"
1427,Why every beginner front-end developer should know publish-subscribe pattern?,hubert zub,itnext,3-Oct-18,13,12000,"javascript,asynchronous,web-development,programming,website"
1428,How to stop using console.log() and start using your browser's debugger,parag zaveri,data driven investor,1-Oct-18,6,16200,"javascript,web-development,technology,front-end-development,software-development"
1429,These React Fundamentals You Skip may be Killing You,ohans emmanuel,freecodecamp.org,6-Oct-18,6,8200,"react,tech,apps,technology,development"
1430,Why We Are Self Publishing the Aviary Cookbook - Lessons From the Alinea Book.,nick kokonas,No Publication,11-May-17,17,2500,"publishing,writing,cocktails,cookbooks"
1431,Why you learn the most when you feel like you're struggling as a developer,walt schlender,freecodecamp.org,1-Oct-18,5,28000,"programming,life-lessons,self-improvement,technology,tech"
1432,Your Work Is the Only Thing That Matters,ryan holiday,human parts,4-Oct-18,6,42000,"life,life-lessons,entrepreneurship,productivity,art"
1433,Best practices for a clean and performant Angular application,vamsi vempati,freecodecamp.org,4-Oct-18,14,18300,"javascript,angular,programming,typescript,tech"
1434,The truth about toxic workers in the workplace,aytekin tank,the startup,3-Oct-18,6,12700,"startup,entrepreneurship,self-improvement,creativity,psychology"
1435,The Coders Programming Themselves Out of a Job,the atlantic,the atlantic,3-Oct-18,10,4500,"future-of-work,programming,software-engineering,automation,work"
1436,How to be Strategic,julie zhuo,the year of the looking glass,2-Oct-18,7,15600,"startup,product-management,product-design,management,leadership"
1437,How to become a Git expert,aditya sridhar,freecodecamp.org,2-Oct-18,6,17500,"git,coding,technology,tech,programming"
1438,How to Handle Lady Anger,sara benincasa,No Publication,29-Sep-18,8,9200,"politics,women,mental-health,men,equality"
1439,I want to learn Artificial Intelligence and Machine Learning. Where can I start?',daniel bourke,towards data science,29-Sep-18,8,16800,None
1440,The 50/50 Murder,rob reid,gen,1-Oct-18,11,6300,"power,privatization,psychology,philosophy,power-trip"
1441,Why I Left My Big Fancy Tech Job and Wrote a Book,jessica powell,No Publication,2-Oct-18,6,19500,"tech,silicon-valley,disruption,satire,startup"
